project_id,project_type,state,district,land_area_hectares,affected_families,legal_disputes,pending_approvals,approval_delay_days,compensation_percentage,documentation_percentage,rehabilitation_percentage,possession_percentage,stakeholder_response_percentage,historical_performance_percentage,sia_to_preliminary_months,land_record_update_days,objection_disposal_days,acquisition_cost_deposit_months,preliminary_to_declaration_months,award_duration_months,rr_implementation_months,official_benchmark_breaches,current_stage,latitude,longitude,delay_days,delayed
LA06948,Airport,Maharashtra,Nashik,82.34,72,1,0,53,47.55,43.92,23.43,53.9,61.07,62.11,13.87,60,57,7.16,9.34,20.2,7.98,2,Compensation,19.948551,73.872319,70,0
LA06949,Industrial Corridor,Tamil Nadu,Chennai,101.16,93,1,0,103,92.46,76.01,59.48,59.29,80.38,77.69,9.7,64,6,7.26,11.19,26.59,11.29,2,Possession,13.263695,80.344996,196,1
LA06950,Metro,Rajasthan,Sawai Madhopur,54.08,117,3,4,133,37.46,29.34,35.32,32.43,24.87,50.1,13.42,63,60,8.59,13.46,23.52,12.65,4,Award,26.017687,76.340951,565,1
LA06951,Railway,Punjab,Bathinda,105.05,204,2,2,69,48.82,24.27,10.46,50.23,44.19,50.66,8.59,77,52,7.75,8.79,20.16,8.45,2,Award,30.244036,74.918702,469,1
LA06952,Airport,Rajasthan,Kota,312.42,432,1,0,26,69.9,68.17,47.45,69.38,61.58,67.46,6.84,46,5,2.76,14.53,19.26,22.67,2,Possession,25.166655,75.876543,283,1
LA06953,Highway,Telangana,Karimnagar,66.76,137,1,3,78,37.57,81.2,70.51,54.73,56.08,67.03,11.28,56,34,2.95,4.9,16.17,13.75,0,Compensation,18.374606,79.247294,68,0
LA06954,Metro,Gujarat,Rajkot,82.22,112,1,1,40,35.11,49.63,49.45,29.89,53.45,43.72,2.0,50,24,7.5,8.0,19.18,15.15,1,Award,22.195154,70.818862,275,1
LA06955,Power,Tamil Nadu,Madurai,11.84,23,2,0,75,38.77,50.3,39.79,52.95,43.31,43.55,4.26,75,47,3.48,9.85,35.44,23.06,3,Compensation,9.860647,78.142898,440,1
LA06956,Power,Madhya Pradesh,Bhopal,30.38,68,1,0,18,83.68,64.03,32.0,45.4,59.04,74.4,7.82,65,80,3.97,3.6,23.39,5.45,2,Compensation,23.163087,77.289374,279,1
LA06957,Airport,Gujarat,Surat,102.29,107,3,0,64,18.83,41.59,49.09,20.9,47.5,28.28,8.69,81,108,2.83,6.65,16.81,10.22,2,Award,21.257683,72.905942,421,1
LA06958,Industrial Corridor,Uttar Pradesh,Kanpur Nagar,55.16,86,1,3,90,59.37,59.38,60.4,60.63,72.49,71.96,9.99,55,44,7.05,13.73,22.76,7.23,2,Possession,26.365867,80.333406,320,1
LA06959,Urban Development,Punjab,Patiala,60.67,93,1,0,66,32.19,39.68,53.69,42.07,47.25,56.41,11.49,102,16,6.25,7.48,16.15,15.99,2,Compensation,30.202023,76.331864,369,1
LA06960,Urban Development,Tamil Nadu,Chennai,48.03,45,4,2,105,19.37,19.43,18.26,11.26,22.18,31.46,12.9,77,80,8.27,12.0,16.59,15.6,4,Preliminary Notification,13.058616,80.351132,621,1
LA06961,Industrial Corridor,Uttar Pradesh,Lucknow,140.07,114,2,0,26,38.75,46.08,38.98,37.44,42.73,31.2,10.87,81,35,3.76,7.82,10.99,15.67,1,Award,26.769524,80.919992,198,1
LA06962,Power,Maharashtra,Mumbai,130.18,81,0,2,66,50.39,65.89,81.53,74.33,92.74,77.46,8.51,74,41,6.62,7.61,5.0,7.19,2,Possession,18.991787,72.98833,398,1
LA06963,Power,Karnataka,Dharwad,24.7,17,1,3,103,38.01,38.06,28.62,36.87,51.37,39.52,7.61,92,57,8.71,12.66,5.32,21.45,4,Award,15.456879,74.954244,16,0
LA06964,Metro,Gujarat,Surat,49.85,108,0,1,57,55.95,55.69,83.19,67.42,68.32,79.79,10.23,44,49,3.85,7.81,22.88,14.65,0,Possession,21.205608,72.957091,9,0
LA06965,Railway,Tamil Nadu,Salem,290.23,317,3,3,115,56.54,19.54,34.37,58.06,39.25,47.06,9.05,79,84,4.36,5.46,11.89,20.26,3,Compensation,11.67248,78.215684,474,1
LA06966,Power,Tamil Nadu,Madurai,326.03,306,4,0,14,26.21,44.01,39.42,57.84,55.71,64.07,9.85,79,60,2.82,14.39,20.92,30.28,3,Compensation,10.016724,78.084333,89,0
LA06967,Industrial Corridor,Telangana,Nalgonda,98.2,137,1,1,31,67.87,80.24,53.75,57.67,65.86,67.19,9.39,48,34,2.31,2.55,17.51,9.23,0,Compensation,16.93467,79.242439,419,1
LA06968,Highway,Maharashtra,Nashik,115.49,191,1,1,74,58.66,59.1,70.21,53.22,81.58,63.15,9.56,73,38,1.7,10.38,28.92,12.66,1,Possession,19.919215,73.733482,0,0
LA06969,Irrigation,Tamil Nadu,Salem,528.21,574,6,0,33,39.31,39.02,12.79,36.13,38.54,37.99,8.67,83,70,7.99,11.86,28.33,19.97,4,Award,11.600206,78.141086,517,1
LA06970,Airport,Punjab,Ludhiana,29.35,62,0,2,48,53.01,71.75,55.95,65.63,77.18,77.39,11.11,42,5,9.68,2.3,17.77,15.05,1,Compensation,30.842081,75.903867,56,0
LA06971,Industrial Corridor,Telangana,Warangal,131.98,55,1,0,34,14.62,29.21,27.35,37.76,7.19,34.93,7.21,63,40,6.17,9.77,20.47,19.97,3,Award,18.032138,79.510848,494,1
LA06972,Railway,Madhya Pradesh,Jabalpur,125.66,105,2,0,29,21.58,40.56,32.91,31.4,52.32,49.05,12.2,62,25,6.57,7.63,17.05,14.82,3,Award,23.192839,80.009606,496,1
LA06973,Power,Rajasthan,Jaipur,159.77,79,1,3,111,47.31,51.23,63.62,62.45,48.93,56.71,7.99,46,56,8.91,11.61,12.01,9.49,1,Compensation,26.921361,75.879599,374,1
LA06974,Power,Maharashtra,Mumbai,27.9,31,0,1,32,51.38,54.64,74.09,82.96,46.07,60.67,5.1,113,76,3.49,6.84,25.06,4.0,2,Possession,19.099026,72.840545,446,1
LA06975,Power,Maharashtra,Nashik,72.06,126,2,0,43,50.87,15.65,39.25,23.98,38.03,42.51,6.77,64,23,4.01,8.37,14.22,12.38,1,Award,20.00417,73.815118,449,1
LA06976,Irrigation,Karnataka,Dharwad,47.1,73,0,1,82,42.44,60.37,38.82,31.72,41.32,56.09,5.23,17,7,1.16,7.48,7.57,14.02,0,Award,15.577762,75.131153,292,1
LA06977,Railway,Uttar Pradesh,Lucknow,251.48,426,1,1,45,63.55,65.88,58.66,72.26,70.0,63.09,8.81,44,25,3.72,12.12,18.09,17.18,1,Possession,26.929471,81.018727,38,0
LA06978,Highway,Telangana,Karimnagar,225.64,305,2,1,62,49.1,71.19,72.18,67.29,63.92,84.88,8.18,59,53,3.16,10.98,9.2,5.44,0,Possession,18.442314,79.187754,166,1
LA06979,Airport,Uttar Pradesh,Varanasi,79.99,146,2,1,40,49.44,54.46,57.97,37.35,65.71,56.44,10.72,63,5,3.74,9.37,25.17,11.56,1,Compensation,25.294511,82.999358,26,0
LA06980,Power,Telangana,Hyderabad,155.27,267,2,0,34,46.28,25.77,34.73,35.81,46.95,55.91,11.59,67,48,1.0,6.12,31.16,12.55,2,Award,17.303899,78.57729,338,1
LA06981,Power,Uttar Pradesh,Lucknow,72.34,76,0,0,115,54.45,59.51,38.73,70.07,54.98,65.92,8.16,38,57,4.05,8.39,17.73,15.84,0,Compensation,26.772487,80.818694,292,1
LA06982,Railway,Maharashtra,Nashik,57.89,42,0,1,99,67.31,73.55,56.19,70.95,67.12,85.1,13.04,44,5,4.72,11.73,9.62,6.82,1,Possession,20.072507,73.677468,48,0
LA06983,Airport,Tamil Nadu,Salem,17.84,37,3,1,45,54.28,59.79,58.15,72.37,56.2,67.52,6.78,49,53,5.68,10.84,22.18,16.76,0,Possession,11.726336,78.105626,457,1
LA06984,Railway,Andhra Pradesh,Vijayawada,187.85,128,4,5,152,100.0,79.78,80.59,65.22,64.42,75.36,15.02,63,69,4.47,11.83,31.29,14.86,4,Rehabilitation & Resettlement,16.658121,80.599616,468,1
LA06985,Industrial Corridor,Tamil Nadu,Chennai,96.27,57,1,3,47,37.91,51.13,47.78,36.32,54.92,54.28,12.44,59,5,8.34,12.53,25.71,14.79,3,Compensation,13.039719,80.230289,394,1
LA06986,Airport,Rajasthan,Sawai Madhopur,510.64,470,2,3,111,37.99,29.43,23.12,16.9,27.3,22.9,11.74,67,33,7.35,8.22,13.84,20.11,3,Award,26.083736,76.441204,514,1
LA06987,Railway,Maharashtra,Pune,149.61,153,3,0,119,53.55,54.77,17.17,21.92,29.51,50.68,7.69,40,127,6.92,6.36,21.95,14.25,2,Award,18.455873,73.892575,386,1
LA06988,Metro,Tamil Nadu,Coimbatore,33.28,29,0,0,30,36.14,47.6,61.84,69.19,53.07,48.09,13.45,95,42,5.88,10.34,19.88,14.25,2,Compensation,10.953509,77.057957,100,0
LA06989,Railway,Punjab,Bathinda,168.24,204,3,3,103,22.85,27.89,12.47,43.08,39.48,46.9,16.36,60,117,7.23,8.15,13.19,19.4,4,Award,30.23064,74.92439,559,1
LA06990,Industrial Corridor,Madhya Pradesh,Bhopal,125.75,64,0,2,56,43.15,61.22,75.65,36.25,50.09,69.32,14.91,50,5,4.52,2.72,20.24,7.66,1,Compensation,23.298004,77.428002,392,1
LA06991,Power,Punjab,Patiala,60.01,86,3,2,66,30.16,57.46,37.52,36.97,44.21,65.58,9.95,85,32,6.04,12.11,22.76,11.33,3,Award,30.344666,76.485858,505,1
LA06992,Airport,Madhya Pradesh,Jabalpur,97.95,94,3,1,33,54.53,56.34,42.9,56.08,69.57,54.54,7.89,74,84,6.82,8.74,7.74,19.75,4,Compensation,23.122834,79.941301,112,0
LA06993,Metro,Karnataka,Belagavi,78.99,131,2,1,142,63.09,74.67,79.53,67.2,82.72,84.13,8.19,29,33,8.77,10.41,10.11,22.98,2,Possession,15.759002,74.529929,325,1
LA06994,Industrial Corridor,Karnataka,Belagavi,165.03,211,1,1,113,55.36,39.68,30.27,50.15,41.96,32.86,12.13,35,53,9.72,8.13,25.37,4.0,2,Compensation,15.849421,74.641507,352,1
LA06995,Airport,Tamil Nadu,Madurai,79.3,61,0,3,89,67.66,63.91,53.17,62.41,60.74,51.28,12.15,67,17,4.69,15.59,27.9,8.47,3,Possession,9.867737,78.155418,369,1
LA06996,Irrigation,Telangana,Hyderabad,15.33,41,2,1,33,61.76,47.8,56.2,31.63,47.84,55.86,7.39,69,61,5.27,4.51,15.53,12.37,2,Compensation,17.576957,78.392605,32,0
LA06997,Urban Development,Madhya Pradesh,Jabalpur,199.97,190,2,0,67,56.8,50.06,18.8,44.53,45.85,50.72,9.03,42,79,1.72,7.09,23.86,15.59,1,Compensation,23.078768,79.916495,358,1
LA06998,Airport,Karnataka,Belagavi,27.93,29,1,1,58,52.2,70.35,45.7,62.82,50.77,73.22,13.26,49,64,6.27,4.09,26.98,9.18,3,Compensation,15.864688,74.61797,352,1
LA06999,Industrial Corridor,Karnataka,Bengaluru Urban,161.81,273,3,4,119,56.0,51.03,40.42,51.11,57.66,58.0,12.51,56,32,4.46,16.2,28.6,13.33,2,Compensation,13.044773,77.539864,414,1
LA07000,Power,Gujarat,Rajkot,131.06,231,2,2,57,29.12,48.34,60.57,54.65,48.71,69.37,8.87,58,59,6.47,5.67,11.62,27.16,2,Compensation,22.41881,70.729587,433,1
LA07001,Industrial Corridor,Uttar Pradesh,Varanasi,34.5,37,2,1,81,64.65,67.31,48.77,37.2,58.78,58.89,6.75,24,65,3.21,8.98,16.16,9.95,1,Compensation,25.3357,83.03191,78,0
LA07002,Industrial Corridor,Uttar Pradesh,Agra,374.77,532,2,2,116,63.5,77.45,67.53,72.74,92.28,54.49,10.22,43,85,2.31,5.02,23.47,30.98,2,Possession,27.234359,78.08845,86,0
LA07003,Power,Gujarat,Vadodara,17.96,5,4,2,85,17.67,45.34,13.61,33.19,39.93,34.85,16.09,61,20,1.0,9.72,24.41,12.26,2,Award,22.30224,73.248662,496,1
LA07004,Irrigation,Rajasthan,Kota,116.05,164,1,0,21,37.03,34.33,29.05,43.58,32.73,48.3,10.96,66,48,4.18,5.04,33.33,9.69,2,Award,25.198417,75.94401,411,1
LA07005,Metro,Gujarat,Ahmedabad,386.69,457,0,1,21,47.47,55.23,33.14,48.73,51.32,50.15,7.29,46,26,6.53,7.76,17.69,23.77,2,Compensation,22.940609,72.451448,353,1
LA07006,Highway,Tamil Nadu,Madurai,233.56,317,1,0,49,85.69,61.03,53.91,69.26,79.19,73.18,8.81,62,38,4.38,8.93,11.46,12.56,1,Possession,9.836558,78.122434,380,1
LA07007,Irrigation,Tamil Nadu,Chennai,231.79,331,5,3,170,32.04,44.88,8.49,6.17,43.16,38.2,13.95,70,54,6.16,11.13,30.83,8.94,4,Preliminary Notification,13.112986,80.25628,592,1
LA07008,Industrial Corridor,Punjab,Ludhiana,80.58,60,0,1,42,61.55,83.22,76.77,54.14,76.21,72.89,7.94,45,27,6.35,10.54,16.52,17.76,1,Possession,30.918354,75.796714,136,1
LA07009,Irrigation,Rajasthan,Kota,87.83,181,0,0,38,49.97,60.78,29.23,82.67,51.19,50.65,9.88,88,47,4.4,4.45,19.2,9.88,1,Compensation,25.218667,75.885409,83,0
LA07010,Industrial Corridor,Andhra Pradesh,Kurnool,43.52,5,1,3,86,70.89,75.27,69.1,73.62,41.57,81.12,13.86,25,62,5.49,5.9,12.34,19.95,3,Possession,15.704412,78.016695,95,0
LA07011,Railway,Punjab,Patiala,19.92,7,2,2,42,60.93,70.37,63.35,88.05,60.06,69.9,11.62,99,62,9.62,9.5,24.97,19.42,4,Possession,30.236018,76.446067,428,1
LA07012,Airport,Rajasthan,Sawai Madhopur,37.9,20,1,1,118,39.32,48.56,27.78,38.85,44.18,41.91,8.52,37,42,3.83,8.18,10.53,13.76,0,Award,25.93956,76.382013,26,0
LA07013,Urban Development,Rajasthan,Kota,118.63,183,4,0,20,66.17,86.05,76.83,64.85,74.84,69.51,4.94,42,47,2.96,8.12,18.86,15.75,0,Possession,25.323646,75.926959,26,0
LA07014,Railway,Gujarat,Vadodara,82.76,133,3,0,22,38.3,51.32,29.74,39.28,61.81,51.61,11.64,54,9,4.02,12.62,25.73,13.99,1,Award,22.358902,73.204367,22,0
LA07015,Irrigation,Uttar Pradesh,Varanasi,42.35,32,3,1,49,68.49,65.6,37.35,90.57,56.03,75.28,10.17,57,67,3.39,9.93,17.07,14.01,1,Possession,25.347606,82.969773,66,0
LA07016,Urban Development,Madhya Pradesh,Gwalior,45.35,97,2,3,102,33.42,19.61,25.93,17.25,10.34,17.97,9.88,52,78,5.31,11.36,35.09,13.96,2,Award,26.106529,78.159118,476,1
LA07017,Power,Uttar Pradesh,Agra,39.4,65,1,0,60,60.12,49.0,29.85,50.98,53.48,51.01,9.69,61,38,5.09,9.88,13.93,12.51,1,Compensation,27.184008,78.028479,262,1
LA07018,Power,Andhra Pradesh,Visakhapatnam,65.13,41,1,1,47,73.25,63.49,39.27,37.27,43.87,79.48,8.49,10,61,5.77,11.98,24.3,14.93,1,Compensation,17.619929,83.111667,375,1
LA07019,Urban Development,Uttar Pradesh,Lucknow,97.47,136,0,0,26,50.85,56.31,47.29,57.49,49.63,68.36,12.98,74,23,3.89,6.42,21.53,6.11,2,Compensation,26.905998,80.898479,34,0
LA07020,Highway,Telangana,Warangal,36.3,78,2,1,46,83.97,65.51,76.72,65.41,69.8,57.62,7.39,60,26,6.38,17.55,23.82,10.27,2,Possession,18.056795,79.52845,498,1
LA07021,Railway,Madhya Pradesh,Gwalior,34.04,17,1,3,68,57.52,78.68,94.21,52.09,35.08,76.36,10.92,80,50,2.6,6.33,20.15,13.29,1,Possession,26.283449,78.175952,20,0
LA07022,Industrial Corridor,Telangana,Hyderabad,48.34,8,0,0,26,69.47,58.39,41.36,58.77,60.67,49.81,12.04,51,5,3.82,11.17,12.57,4.44,1,Compensation,17.471313,78.442879,196,1
LA07023,Power,Maharashtra,Pune,265.54,438,3,1,65,46.07,67.18,70.31,66.95,72.81,71.3,14.95,69,53,4.71,12.05,32.44,18.73,5,Possession,18.482976,73.714155,427,1
LA07024,Highway,Telangana,Hyderabad,110.06,131,1,1,61,88.95,78.02,69.32,95.92,88.31,86.23,9.8,21,31,5.37,12.55,18.36,15.23,1,Rehabilitation & Resettlement,17.367279,78.598184,153,1
LA07025,Airport,Tamil Nadu,Madurai,38.21,11,2,0,28,18.17,32.43,29.88,37.52,27.03,49.22,9.0,84,25,5.62,11.54,16.61,9.96,1,Award,10.053571,78.051906,306,1
LA07026,Metro,Uttar Pradesh,Kanpur Nagar,184.52,216,5,2,108,68.72,65.44,38.15,73.16,74.58,65.74,8.35,67,58,7.25,11.35,14.81,13.31,2,Possession,26.40879,80.191409,473,1
LA07027,Railway,Andhra Pradesh,Visakhapatnam,228.36,130,7,3,171,57.06,48.06,46.45,35.59,45.03,54.22,11.31,91,71,6.9,8.86,19.09,22.35,4,Compensation,17.684447,83.05612,559,1
LA07028,Industrial Corridor,Andhra Pradesh,Visakhapatnam,40.57,52,0,1,24,76.34,88.48,93.17,95.95,68.5,63.97,16.11,30,71,5.89,4.91,22.37,10.36,2,Rehabilitation & Resettlement,17.798438,83.209111,100,0
LA07029,Metro,Andhra Pradesh,Vijayawada,78.92,69,1,2,48,48.81,88.52,81.93,49.43,78.38,81.3,6.76,64,47,5.58,4.87,18.79,18.64,2,Possession,16.506489,80.514718,0,0
LA07030,Urban Development,Punjab,Bathinda,105.5,63,0,2,82,40.67,64.97,40.31,68.54,73.9,71.57,11.79,54,53,7.96,9.82,22.66,8.23,1,Compensation,30.222468,74.814819,108,0
LA07031,Industrial Corridor,Andhra Pradesh,Visakhapatnam,36.69,59,2,1,48,36.76,38.18,28.47,39.51,47.81,63.72,10.58,60,5,3.85,10.11,18.89,17.93,0,Award,17.532904,83.243264,486,1
LA07032,Irrigation,Madhya Pradesh,Jabalpur,95.66,92,2,1,52,78.83,70.27,57.43,62.73,72.84,66.47,8.75,66,58,4.1,5.57,16.24,21.65,2,Possession,23.084117,79.972004,237,1
LA07033,Railway,Tamil Nadu,Coimbatore,45.38,19,0,0,7,74.36,69.89,35.66,50.22,44.81,69.27,6.8,69,63,4.11,7.13,23.14,6.37,2,Compensation,11.042617,76.90211,364,1
LA07034,Metro,Rajasthan,Sawai Madhopur,155.69,86,1,2,47,28.06,32.81,34.59,59.78,30.06,30.47,6.33,65,41,1.58,8.38,23.05,4.0,1,Compensation,25.855471,76.346206,340,1
LA07035,Urban Development,Gujarat,Ahmedabad,112.15,175,3,2,68,69.38,60.57,49.85,66.04,55.38,61.11,10.97,65,56,4.55,6.43,27.84,12.73,1,Possession,22.937376,72.630499,490,1
LA07036,Urban Development,Karnataka,Bengaluru Urban,113.38,167,2,0,46,63.9,72.93,72.18,69.66,84.92,75.71,10.4,85,52,2.95,4.96,19.96,15.05,1,Possession,12.881288,77.490769,112,0
LA07037,Urban Development,Karnataka,Dharwad,75.47,46,0,1,76,60.11,72.49,56.54,45.01,56.95,60.66,11.66,64,5,10.55,5.6,10.43,8.67,2,Compensation,15.606742,75.119683,449,1
LA07038,Highway,Andhra Pradesh,Guntur,177.02,178,1,0,11,86.08,83.19,54.53,77.17,69.24,74.24,10.45,54,39,5.18,5.12,11.05,20.48,1,Possession,16.35081,80.376504,361,1
LA07039,Railway,Tamil Nadu,Coimbatore,276.14,291,7,3,122,70.9,52.28,69.66,29.87,59.87,60.82,7.75,94,102,10.79,14.17,15.86,15.27,4,Compensation,10.921208,76.912594,574,1
LA07040,Power,Karnataka,Dharwad,50.68,75,1,1,36,82.12,69.02,71.87,71.51,89.52,87.19,12.59,37,5,4.1,13.71,15.4,6.18,2,Possession,15.496182,74.972677,52,0
LA07041,Irrigation,Karnataka,Belagavi,69.11,37,0,0,30,65.63,57.3,60.51,89.7,67.2,66.79,8.43,40,62,2.24,14.65,27.19,8.81,2,Possession,15.871305,74.494915,114,0
LA07042,Irrigation,Uttar Pradesh,Kanpur Nagar,26.18,83,2,1,49,50.55,73.41,100.0,60.8,65.89,78.1,8.66,49,26,4.37,11.22,30.2,12.42,1,Possession,26.476099,80.481226,59,0
LA07043,Railway,Maharashtra,Pune,65.51,32,1,0,29,44.32,61.42,69.19,72.45,67.52,52.4,8.61,65,77,5.15,14.15,14.33,12.34,3,Possession,18.620082,73.810916,97,0
LA07044,Railway,Andhra Pradesh,Kurnool,101.64,162,1,0,62,29.33,40.37,43.01,28.3,34.02,48.68,12.06,83,35,3.28,10.64,23.88,16.8,2,Award,15.93188,78.053477,468,1
LA07045,Irrigation,Tamil Nadu,Coimbatore,27.11,21,2,1,31,28.41,41.11,43.18,38.82,36.86,44.98,9.21,81,43,4.0,4.3,23.21,16.84,1,Award,11.00821,77.069924,265,1
LA07046,Power,Andhra Pradesh,Vijayawada,170.67,147,0,0,24,62.78,52.79,73.24,41.19,49.35,53.02,14.6,49,31,5.35,5.16,21.23,19.37,2,Compensation,16.581498,80.672089,28,0
LA07047,Power,Madhya Pradesh,Indore,55.83,26,2,0,39,62.21,75.42,54.58,60.18,98.1,81.67,2.28,57,50,2.74,9.74,25.7,11.1,0,Compensation,22.693011,75.829561,63,0
LA07048,Power,Uttar Pradesh,Agra,47.03,36,0,0,53,50.98,74.99,58.93,68.28,66.96,77.66,8.45,93,63,5.01,8.81,24.57,19.94,3,Compensation,27.060984,77.987288,405,1
LA07049,Urban Development,Maharashtra,Nashik,44.0,76,2,0,20,36.81,49.59,44.19,52.93,51.13,47.37,13.03,86,34,4.2,11.32,12.05,19.58,3,Compensation,19.980748,73.753526,353,1
LA07050,Irrigation,Madhya Pradesh,Gwalior,151.31,207,3,1,46,51.47,74.74,61.68,40.26,54.54,82.29,8.07,57,67,2.96,14.66,25.16,18.87,3,Compensation,26.224042,78.174766,367,1
LA07051,Irrigation,Punjab,Ludhiana,122.29,163,0,1,38,65.4,58.27,38.26,56.1,63.08,69.13,6.42,49,67,2.13,8.59,15.96,14.91,1,Compensation,30.934622,75.860575,295,1
LA07052,Airport,Karnataka,Bengaluru Urban,54.99,58,3,2,108,67.98,57.38,55.23,58.53,46.39,70.93,6.53,55,75,6.44,14.0,16.78,18.64,4,Possession,12.924574,77.597385,387,1
LA07053,Urban Development,Maharashtra,Nashik,318.17,250,1,0,20,49.98,65.03,65.12,64.96,84.03,86.13,12.57,47,70,2.93,10.18,20.91,5.21,2,Possession,19.935985,73.844351,235,1
LA07054,Urban Development,Karnataka,Dharwad,119.06,142,6,2,82,44.83,44.9,38.03,51.76,53.56,44.34,12.18,51,68,7.41,12.5,17.21,7.87,4,Compensation,15.36911,74.923233,552,1
LA07055,Railway,Telangana,Warangal,70.54,58,1,0,12,77.24,64.87,57.56,62.17,73.03,66.93,6.49,73,6,5.31,8.31,27.34,13.41,1,Possession,18.085949,79.71411,6,0
LA07056,Industrial Corridor,Punjab,Bathinda,182.57,172,3,0,31,56.45,81.5,68.87,64.65,100.0,75.46,11.18,29,62,6.21,4.81,15.09,16.39,2,Possession,30.284913,74.993827,84,0
LA07057,Urban Development,Rajasthan,Jaipur,363.14,556,4,0,68,59.71,63.69,64.01,44.23,54.77,68.14,12.32,39,114,4.74,9.49,27.49,20.51,3,Compensation,26.804013,75.634023,329,1
LA07058,Industrial Corridor,Uttar Pradesh,Varanasi,83.77,124,3,0,45,60.05,42.62,65.7,57.14,59.89,43.39,6.62,55,33,5.48,13.15,28.66,13.72,1,Possession,25.3762,83.124433,110,0
LA07059,Railway,Uttar Pradesh,Varanasi,43.63,28,0,0,1,43.57,76.96,57.71,47.36,49.57,63.21,7.31,48,32,5.26,12.51,9.59,10.12,1,Compensation,25.17909,83.092282,5,0
LA07060,Urban Development,Uttar Pradesh,Lucknow,62.82,102,0,2,101,46.41,49.37,43.5,63.14,44.95,60.61,7.36,61,82,6.93,8.03,11.68,17.19,3,Compensation,26.763752,80.90679,81,0
LA07061,Metro,Maharashtra,Nashik,25.67,33,1,1,93,37.09,41.24,49.64,44.18,34.68,52.14,12.86,23,60,4.65,13.12,12.9,5.89,2,Compensation,20.028857,73.966292,481,1
LA07062,Power,Andhra Pradesh,Visakhapatnam,31.49,32,4,1,53,74.19,61.49,73.26,53.72,81.06,65.96,13.19,97,68,3.66,10.37,28.01,9.6,3,Possession,17.472522,83.220668,332,1
LA07063,Industrial Corridor,Gujarat,Ahmedabad,110.23,90,2,1,50,57.27,66.9,46.61,69.85,74.29,63.92,4.82,42,68,1.67,12.77,25.57,4.0,2,Compensation,23.019741,72.61197,449,1
LA07064,Power,Punjab,Amritsar,44.24,56,1,1,55,27.03,36.29,26.87,38.91,25.47,39.28,11.32,81,45,1.0,7.76,19.64,7.22,1,Award,31.713327,74.865658,485,1
LA07065,Railway,Tamil Nadu,Salem,338.71,539,4,2,125,44.96,57.36,20.32,35.35,45.26,46.26,12.13,91,34,6.38,6.49,15.3,17.64,3,Award,11.587166,78.197554,59,0
LA07066,Metro,Madhya Pradesh,Bhopal,55.67,117,2,0,100,14.69,17.0,5.0,15.49,36.39,18.05,12.22,69,61,4.91,2.0,18.55,18.17,4,Preliminary Notification,23.114498,77.434078,595,1
LA07067,Industrial Corridor,Andhra Pradesh,Vijayawada,20.21,27,1,3,170,64.75,82.22,72.91,56.52,85.66,70.4,13.53,20,22,6.99,11.54,20.09,18.46,3,Possession,16.647462,80.636858,401,1
LA07068,Power,Madhya Pradesh,Jabalpur,91.35,40,1,2,47,34.59,58.74,35.58,64.64,47.21,61.53,8.11,70,58,9.26,4.24,17.52,13.9,2,Compensation,23.042239,79.958955,318,1
LA07069,Metro,Andhra Pradesh,Visakhapatnam,99.52,73,0,1,27,67.33,60.55,41.34,48.11,55.63,64.85,9.47,10,26,4.94,9.06,8.57,20.52,1,Compensation,17.605137,83.163789,59,0
LA07070,Urban Development,Uttar Pradesh,Varanasi,34.95,38,2,2,52,30.93,52.08,66.91,37.12,56.85,64.0,8.75,37,70,7.08,9.61,17.99,15.13,2,Compensation,25.304095,82.964578,448,1
LA07071,Airport,Karnataka,Belagavi,52.62,7,2,0,72,64.52,78.54,57.54,76.64,86.72,87.12,13.2,23,29,1.47,8.59,14.5,7.7,1,Possession,15.866654,74.649025,205,1
LA07072,Industrial Corridor,Tamil Nadu,Salem,33.75,21,0,0,42,64.16,78.6,69.38,70.65,88.15,78.48,9.64,71,36,4.13,3.85,20.07,13.71,1,Possession,11.646647,78.178258,37,0
LA07073,Highway,Rajasthan,Jodhpur,209.04,132,3,2,73,14.73,33.57,29.7,28.94,12.93,39.14,10.64,63,81,1.0,9.65,25.19,13.82,2,Award,26.102338,72.943045,491,1
LA07074,Metro,Uttar Pradesh,Agra,459.39,767,5,1,94,37.93,64.42,47.62,30.12,44.71,46.51,11.69,89,80,7.01,10.72,18.45,17.28,3,Award,27.047196,78.055792,477,1
LA07075,Airport,Telangana,Warangal,95.04,79,3,3,102,65.76,75.56,31.56,64.57,66.56,82.03,15.29,63,57,5.18,9.77,12.64,12.13,2,Compensation,17.995118,79.609621,472,1
LA07076,Airport,Telangana,Hyderabad,29.1,38,1,1,38,53.05,57.37,79.58,56.16,64.72,75.58,13.12,90,142,4.98,10.6,9.4,15.73,3,Possession,17.414395,78.427713,339,1
LA07077,Highway,Maharashtra,Pune,108.73,48,3,0,21,42.4,62.8,39.03,45.96,71.66,50.54,14.99,79,47,3.85,8.85,11.91,7.73,2,Compensation,18.611024,73.794063,73,0
LA07078,Irrigation,Punjab,Bathinda,63.36,75,3,1,73,41.88,53.62,58.22,39.78,47.04,64.91,10.09,46,60,6.52,7.44,34.89,14.0,2,Compensation,30.2945,75.01687,349,1
